text,label
Dress Code Our Instructors Join Us Subscribe for Email Updates Become A Member Become A Volunteer Become An Usher Become A Board Member Director Interest Form Black Box Proposal Form Gift Cards Amazon Wishlist Get Emails 0 0 Become A Member 0 0 Become A Member Donate Make A Donation Become a Member Lou Trapani Legacy Scholarship Buy Tickets Main Stage Saturday Morning Family Series Kids On Stage Black Box About Contact Us News Mission History Info Staff Board of Directors Photo Gallery Video Trailer Gallery Directions,NON-EVENT
Auditions Summer Camp Kids & Classes,EVENT
Kids & Teens On Stage CENTERstage Dance Studio Workshops Field Trips & Assemblies Saturday Morning Family Series Educational Job Opportunities Dance Studio CENTERstage Dance Studio,NON-EVENT
"Class Schedule, Levels, and Descriptions",EVENT
Dance Recital Competition Team,NON-EVENT
Adult Dance Classes,EVENT
Dress Code Our Instructors Join Us Subscribe for Email Updates Become A Member Become A Volunteer Become An Usher Become A Board Member Director Interest Form Black Box Proposal Form Gift Cards Amazon Wishlist Get Emails Open Menu Close Menu Folder: Donate Back Make A Donation Become a Member Lou Trapani Legacy Scholarship Folder: Buy Tickets Back Main Stage Saturday Morning Family Series Kids On Stage Black Box Folder: About Back Contact Us News Mission History Info Staff Board of Directors Photo Gallery Video Trailer Gallery Directions,NON-EVENT
Auditions Summer Camp,EVENT
Folder:,NON-EVENT
Kids & Classes,EVENT
Back Kids & Teens On Stage CENTERstage Dance Studio Workshops Field Trips & Assemblies Saturday Morning Family Series Educational Job Opportunities Folder: Dance Studio Back CENTERstage Dance Studio,NON-EVENT
"Class Schedule, Levels, and Descriptions",EVENT
Dance Recital Competition Team,NON-EVENT
Adult Dance Classes,EVENT
"Dress Code Our Instructors Folder: Join Us Back Subscribe for Email Updates Become A Member Become A Volunteer Become An Usher Become A Board Member Director Interest Form Black Box Proposal Form Gift Cards Amazon Wishlist Get Emails Become A Member Donate to the Lou Trapani Legacy Scholarship Fund The CENTER for Performing Arts at Rhinebeck is proud to honor the legacy of Louis G. ""Lou"" Trapani, our founding Artistic & Managing Director, through the Lou Trapani Legacy Scholarship",NON-EVENT
". Lou dedicated 25 years of his life to shaping theater and nurturing the arts in Rhinebeck. His passion for theatre, education, and community service, along with his unique ability to connect with people, left an indelible mark on artists of all ages.",EVENT
We are excited to announce the Lou Trapani Legacy Scholarship,NON-EVENT
". An opportunity designed to continue giving young artists the chance to thrive, just as Lou did. This year, we will award a one-time scholarship of $1000, or two one-time scholarships of $500 each.",EVENT
"To learn more, please visit the Lou Trapani Legacy Scholarship page on our site . How You Can Help: You can contribute to the Lou Trapani Legacy Scholarship Fund by making a donation today and selecting Lou Trapani Legacy Scholarship when prompted to make a category selection at checkout. Your support will help us provide these scholarships to the next generation of talented artists, ensuring Lou’s commitment to arts education continues to flourish. Donate The CENTER for Performing Arts at Rhinebeck Home About Us Buy Tickets Kids Shows",NON-EVENT
Auditions,EVENT
Donate Contact Us Dance Studio Email News Sign Up,NON-EVENT
2024 / 2025 Season Sponsors,EVENT
Silver Sponsor Bronze Sponsors,NON-EVENT
Skip to Content Open Menu Close Menu Donate Make A Donation Become a Member Lou Trapani Legacy Scholarship Buy Tickets Main Stage Saturday Morning Family Series Kids On Stage Black Box About Contact Us News Mission History Info Staff Board of Directors Photo Gallery Video Trailer Gallery Directions,NON-EVENT
Auditions Summer Camp Kids & Classes,EVENT
Kids & Teens On Stage CENTERstage Dance Studio Workshops Field Trips & Assemblies Saturday Morning Family Series Educational Job Opportunities Dance Studio CENTERstage Dance Studio,NON-EVENT
"Class Schedule, Levels, and Descriptions",EVENT
Dance Recital Competition Team,NON-EVENT
Adult Dance Classes,EVENT
Dress Code Our Instructors Join Us Subscribe for Email Updates Become A Member Become A Volunteer Become An Usher Become A Board Member Director Interest Form Black Box Proposal Form Gift Cards Amazon Wishlist Get Emails 0 0 Become A Member 0 0 Become A Member Donate Make A Donation Become a Member Lou Trapani Legacy Scholarship Buy Tickets Main Stage Saturday Morning Family Series Kids On Stage Black Box About Contact Us News Mission History Info Staff Board of Directors Photo Gallery Video Trailer Gallery Directions,NON-EVENT
Auditions Summer Camp Kids & Classes,EVENT
Kids & Teens On Stage CENTERstage Dance Studio Workshops Field Trips & Assemblies Saturday Morning Family Series Educational Job Opportunities Dance Studio CENTERstage Dance Studio,NON-EVENT
"Class Schedule, Levels, and Descriptions",EVENT
Dance Recital Competition Team,NON-EVENT
Adult Dance Classes,EVENT
Dress Code Our Instructors Join Us Subscribe for Email Updates Become A Member Become A Volunteer Become An Usher Become A Board Member Director Interest Form Black Box Proposal Form Gift Cards Amazon Wishlist Get Emails Open Menu Close Menu Folder: Donate Back Make A Donation Become a Member Lou Trapani Legacy Scholarship Folder: Buy Tickets Back Main Stage Saturday Morning Family Series Kids On Stage Black Box Folder: About Back Contact Us News Mission History Info Staff Board of Directors Photo Gallery Video Trailer Gallery Directions,NON-EVENT
Auditions Summer Camp,EVENT
Folder:,NON-EVENT
Kids & Classes,EVENT
Back Kids & Teens On Stage CENTERstage Dance Studio Workshops Field Trips & Assemblies Saturday Morning Family Series Educational Job Opportunities Folder: Dance Studio Back CENTERstage Dance Studio,NON-EVENT
"Class Schedule, Levels, and Descriptions",EVENT
Dance Recital Competition Team,NON-EVENT
Adult Dance Classes,EVENT
Dress Code Our Instructors Folder: Join Us Back Subscribe for Email Updates Become A Member Become A Volunteer Become An Usher Become A Board Member Director Interest Form Black Box Proposal Form Gift Cards Amazon Wishlist Get Emails Become A Member Video Trailers Check out our promotional video trailers from past productions.,NON-EVENT
"Still We Rise, Rhinebeck Theatre Society 2024 Cabaret Teaser #2, CENTERstage Productions 2024 Cabaret Teaser #1, CENTERstage Productions 2024 Little Women, Rhinebeck Theatre Society 2023 Peter and the Starcatcher, Up In One Productions 2023 The Iceman Cometh, CENTERstage Productions 2023 The Lightning Thief: The Percy Jackson Musical, Teens on Stage 2023 Dance Nation, Definitely Human Theatre 2023 Sister Act, Up In One Productions 2023 The Prom, Rhinebeck Theatre Society 2023 Hello, Dolly!, Up In One Productions 2023 Bernhardt/Hamlet, CENTERstage Productions 2023 Twelfth Night, or What You Will, CENTERstage Productions 2023 Speech & Debate, Definitely Human Theatre 2023 Cabaret Teaser #3, CENTERstage Productions 2024 The Play’s the Thing, TroupEnigma 2023 Alice by Heart, Teens on Stage 2024 Doubt: A Parable, New Deal Creative Arts 2023 Cabaret, CENTERstage Productions 2024 RENT, CENTERstage Productions 2023",EVENT
The CENTER for Performing Arts at Rhinebeck Home About Us Buy Tickets Kids Shows,NON-EVENT
Auditions,EVENT
Donate Contact Us Dance Studio Email News Sign Up,NON-EVENT
2024 / 2025 Season Sponsors,EVENT
Silver Sponsor Bronze Sponsors,NON-EVENT
Skip to Content Open Menu Close Menu Donate Make A Donation Become a Member Lou Trapani Legacy Scholarship Buy Tickets Main Stage Saturday Morning Family Series Kids On Stage Black Box About Contact Us News Mission History Info Staff Board of Directors Photo Gallery Video Trailer Gallery Directions,NON-EVENT
Auditions Summer Camp Kids & Classes,EVENT
Kids & Teens On Stage CENTERstage Dance Studio Workshops Field Trips & Assemblies Saturday Morning Family Series Educational Job Opportunities Dance Studio CENTERstage Dance Studio,NON-EVENT
"Class Schedule, Levels, and Descriptions",EVENT
Dance Recital Competition Team,NON-EVENT
Adult Dance Classes,EVENT
Dress Code Our Instructors Join Us Subscribe for Email Updates Become A Member Become A Volunteer Become An Usher Become A Board Member Director Interest Form Black Box Proposal Form Gift Cards Amazon Wishlist Get Emails 0 0 Become A Member 0 0 Become A Member Donate Make A Donation Become a Member Lou Trapani Legacy Scholarship Buy Tickets Main Stage Saturday Morning Family Series Kids On Stage Black Box About Contact Us News Mission History Info Staff Board of Directors Photo Gallery Video Trailer Gallery Directions,NON-EVENT
Auditions Summer Camp Kids & Classes,EVENT
Kids & Teens On Stage CENTERstage Dance Studio Workshops Field Trips & Assemblies Saturday Morning Family Series Educational Job Opportunities Dance Studio CENTERstage Dance Studio,NON-EVENT
"Class Schedule, Levels, and Descriptions",EVENT
Dance Recital Competition Team,NON-EVENT
Adult Dance Classes,EVENT
Dress Code Our Instructors Join Us Subscribe for Email Updates Become A Member Become A Volunteer Become An Usher Become A Board Member Director Interest Form Black Box Proposal Form Gift Cards Amazon Wishlist Get Emails Open Menu Close Menu Folder: Donate Back Make A Donation Become a Member Lou Trapani Legacy Scholarship Folder: Buy Tickets Back Main Stage Saturday Morning Family Series Kids On Stage Black Box Folder: About Back Contact Us News Mission History Info Staff Board of Directors Photo Gallery Video Trailer Gallery Directions,NON-EVENT
Auditions Summer Camp,EVENT
Folder:,NON-EVENT
Kids & Classes,EVENT
Back Kids & Teens On Stage CENTERstage Dance Studio Workshops Field Trips & Assemblies Saturday Morning Family Series Educational Job Opportunities Folder: Dance Studio Back CENTERstage Dance Studio,NON-EVENT
"Class Schedule, Levels, and Descriptions",EVENT
Dance Recital Competition Team,NON-EVENT
Adult Dance Classes,EVENT
Dress Code Our Instructors Folder: Join Us Back Subscribe for Email Updates Become A Member Become A Volunteer Become An Usher Become A Board Member Director Interest Form Black Box Proposal Form Gift Cards Amazon Wishlist Get Emails Become A Member Something for everyone. Our Saturday Morning Family Series will return! Click through the calendar or scroll down for our upcoming shows! Saturday Morning Family Series,NON-EVENT
All Saturday Morning Family Series performances are at,EVENT
"11 am and approximately 45 mins- 1 hour unless otherwise stated. Box Office We prefer you purchase your tickets online, but for questions or special accommodations, please call our Box Office at",NON-EVENT
(845) 876-3080,EVENT
". Children under 2 years of age admitted free if sitting on an adult’s lap. If you need further assistance outside of Box Office hours, please contact boxoffice@centerforperformingarts.org and someone will get back to you as soon as possible. Tickets are nonrefundable. Jul 12 Once Upon a Singalong this summer!",NON-EVENT
"Saturday, July 12, 2025 11:00 AM 3:00 PM",EVENT
Google Calendar ICS,NON-EVENT
"Saturday July 12, 2025",EVENT
"11am 2pm All seats $10 Join Starlight Studio for a magical, musical spectacular featuring your favorite fairytale princesses! View Event → May 3",NON-EVENT
to May 4,EVENT
Little Mermaid Jr.- presented by Kids on Stage,NON-EVENT
"Sat, May 3, 2025 11:00 AM Sun, May 4, 2025 12:00 PM",EVENT
Google Calendar ICS,NON-EVENT
"Saturday May 3, 2025 at 11am Sunday May 4, 2025 at 11am",EVENT
"All seats $10 Join us for Disney’s Little Mermaid Jr., performed by our Kids on Stage group! View Event → Apr 26 Barefoot Dance Company",NON-EVENT
"Saturday, April 26, 2025 11:00 AM 12:00 PM",EVENT
Google Calendar ICS,NON-EVENT
"Saturday April 26, 2025",EVENT
All seats $10 Local dance studio Barefoot Dance returns with a presentation of modern dance. Appropriate for all ages. View Event → Apr 5 Skyhunters in Flight,NON-EVENT
"Saturday, April 5, 2025 11:00 AM 12:00 PM",EVENT
Google Calendar ICS,NON-EVENT
"Saturday April 5, 2025",EVENT
"All seats $10 A fascinating look at the world of raptors, including natural history and biology. Learn how birds of prey live and survive with an indoor falconry lecture and presentation, followed by an exciting outdoor flight demonstration (weather permitting). Ideal for all ages! View Event → Mar 29 Hansel and Gretel by Tanglewood Marionettes",NON-EVENT
"Saturday, March 29, 2025 11:00 AM 12:00 PM",EVENT
Google Calendar ICS,NON-EVENT
"Saturday March 29, 2025",EVENT
All seats $10 Beautifully hand-crafted marionettes are brought to life by Tanglewood Marionettes’ presentation of this beloved fairy tale. View Event → Mar 22 Rip Van Winkle,NON-EVENT
"Saturday, March 22, 2025 11:00 AM 12:00 PM",EVENT
Google Calendar ICS,NON-EVENT
"Saturday March 22, 2025",EVENT
"All seats $10 In this version of Rip Van Winkle, the audience helps Rip through a Hudson Valley adventure through time. View Event → Mar 15 Celtic Heels Irish Dance Troupe",NON-EVENT
"Saturday, March 15, 2025 11:00 AM 12:00 PM",EVENT
Google Calendar ICS,NON-EVENT
"Saturday March 15, 2025",EVENT
All seats $10,NON-EVENT
Experience the Celtic Heels Irish Dance Troupe as they bring their energetic Irish dancing to The CENTER!,EVENT
View Event → Mar 8 Castaway Show,NON-EVENT
"Saturday, March 8, 2025 11:00 AM 12:00 PM",EVENT
Google Calendar ICS,NON-EVENT
"Saturday March 8, 2025",EVENT
"All seats $10 Help the Nutty Scientist, who is lost on a deserted island! View Event → Mar 1 Cinderella’s Fairy Godmother",NON-EVENT
